park_name,county,park_identifier,park_address,fire_authority,jurisdiction,mh_spaces,rv_lots_wdrains,rv_lots_wo_drains,operated_by,street_add,city,phone_num,state,zip
CASCADE MOBILE VILLA,LOS ANGELES,19-1159-MP,"14748 San Fernando Rd, Sylmar, Ca 91342, (818) 364-9273","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",5.0,0.0,0.0,"GLORIA PITT (LIFE ESTATE), 529 COLONIAL PARK DR, SANTA ROSA, CA 95403",14748 San Fernando Rd,Sylmar, (818) 364-9273,CA,91342
MISSION MOBILE MANOR,LOS ANGELES,19-1160-MP,"15300 Brand Blvd., Mgr'S Off, Mission Hills, Ca 91345, (818) 361-3222","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",95.0,0.0,0.0,"WILSHIRE RANCH LLC, 15300 BRAND BLVD-OFFICE, MISSION HILLS, CA 91345",15300 Brand Blvd.,Mgr'S Off," Ca 91345, (818) 361-3222",MISSION,Hills
FASSLER TP,LOS ANGELES,19-1167-MP,"11167 Penrose St, Sun Valley, Ca 91352, (999) 768-5800","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11.0,0.0,3.0,"ZAUCHA, K, 8719 BRADLEY, SUN VALLEY, CA 91352",11167 Penrose St,Sun Valley, (999) 768-5800,CA,91352
SUN VALLEY ESTATES,LOS ANGELES,19-1169-MP,"8391 San Fernando Rd, Sun Valley, Ca 91352, (310) 901-9269","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27.0,0.0,0.0,"APB PROPERTIES LLC, 15740 PARAMOUNT BLVD SUITE # E, PARAMOUNT, CA 90723",8391 San Fernando Rd,Sun Valley, (310) 901-9269,CA,91352
SHERMAN GROVE MHP,LOS ANGELES,19-1172-MP,"10711 Sherman Grove Ave, Sunland, Ca 91040, (818) 353-1085","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",75.0,0.0,0.0,"SHERMAN GROVE MHP LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693",10711 Sherman Grove Ave,Sunland, (818) 353-1085,CA,91040
SUNLAND MOBILE HOME PARK,LOS ANGELES,19-1173-MP,"10799 Sherman Grove Ave, Sunland, Ca 91040, (818) 353-1085","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",78.0,0.0,0.0,"YISAN LLC, 10799 SHERMAN GROVE AVE OFFICE, SUNLAND, CA 91040",10799 Sherman Grove Ave,Sunland, (818) 353-1085,CA,91040
SUNLAND TRAILER PARK LLC,LOS ANGELES,19-1174-MP,"10444 Sherman Grove, Sunland, Ca 91040, (818) 353-2535","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",52.0,0.0,0.0,"DIANE RYAN,EDWARD EKMAN,CAROL CRABB, 10444 SHERMAN GROVE AVENUE, SUNLAND, CA 91040",10444 Sherman Grove,Sunland, (818) 353-2535,CA,91040
MONTE VISTA MHP,LOS ANGELES,19-1175-MP,"8100 Foothill Blvd, Sunland, Ca 91040, (818) 353-7910","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",70.0,0.0,0.0,"LES FRAME ENTERPRISES INC, 1635 AVIATION BLVD., REDONDO BEACH, CA 90278",8100 Foothill Blvd,Sunland, (818) 353-7910,CA,91040
SYLMAR MANOR,LOS ANGELES,19-1176-MP,"13120 Bradley Ave, Sylmar, Ca 91342, (818) 367-2304","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",66.0,0.0,0.0,"SYLMAR MANOR LLC, 4348 LOS VECINOS, FALLBROOK, CA 92028",13120 Bradley Ave,Sylmar, (818) 367-2304,CA,91342
ABC WISHING WELL,LOS ANGELES,19-1179-MP,"20315 S Denker Street, Torrance, Ca 90501, (310) 533-5080","CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",34.0,0.0,0.0,"WOLF BYPASS TRUST, MARILYN UHLER WOLF, TRUSTEE, 17291 IRVINE BLVD #450, TUSTIN, CA 92780",20315 S Denker Street,Torrance, (310) 533-5080,CA,90501
VALENCIA GROVE,LOS ANGELES,19-1186-MP,"7800 Balboa Blvd, Van Nuys, Ca 91406, (999) 544-9736","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",63.0,0.0,0.0,"CHATT, ANDREW, 7800 BALBOA BLVD #9, VAN NUYS, CA 91406",7800 Balboa Blvd,Van Nuys, (999) 544-9736,CA,91406
BIRMINGHAM RV PARK,LOS ANGELES,19-1189-MP,"7740 Balboa Blvd, Van Nuys, Ca 91316, (805) 298-8845","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",187.0,0.0,0.0,"DELAPLANE, DAVID, PO BOX 940460, SIMI VALLEY, CA 93094",7740 Balboa Blvd,Van Nuys, (805) 298-8845,CA,91316
WOODLEY TRAILER LODGE,LOS ANGELES,19-1191-MP,"7936 Woodley Ave, Van Nuys, Ca 91406, (818) 782-8737","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",3.0,23.0,0.0,"WOODLEY TRAILER PARK, 1520 WASHINGTON BLVD #100, MONTEBELLO, CA 90640",7936 Woodley Ave,Van Nuys, (818) 782-8737,CA,91406
RESEDA MHP,LOS ANGELES,19-1192-MP,"6545 Wilbur Ave, Reseda, Ca 91335, (818) 345-6345","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",108.0,0.0,0.0,"RESEDA MOBILE ASSOCIATES LP, 320 N PARK VISTA ST, ANAHEIM, CA 92806",6545 Wilbur Ave,Reseda, (818) 345-6345,CA,91335
PARK ROYALE TP,LOS ANGELES,19-1193-MP,"7650 Balboa Blvd, Van Nuys, Ca 91406","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",145.0,0.0,0.0,"WEINTRAUB FINANCIAL SERVICES INC., PO BOX 1919, RANCHO CUCAMONGA, CA 91729",7650 Balboa Blvd,Van Nuys,,CA,91406
SHADY GROVE TP,LOS ANGELES,19-1194-MP,"16811 Saticoy St, Van Nuys, Ca 91406, (818) 785-2960","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",23.0,0.0,0.0,"JJB INVESTMENT PROPERTIES, LLC, 18017 CHATSWORTH ST. STE. 320, GRANADA HILLS, CA 91344",16811 Saticoy St,Van Nuys, (818) 785-2960,CA,91406
WILMINGTON MH LODGE,LOS ANGELES,19-1197-MP,"900 E Denni St, Wilmington, Ca 90744, (818) 785-2960","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",59.0,0.0,0.0,"WILMINGTON 61 LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729",900 E Denni St,Wilmington, (818) 785-2960,CA,90744
ROYAL PALMS MHP,LOS ANGELES,19-1199-MP,"21210 E Arrow Hwy, Covina, Ca 91722, (626) 331-4128","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",166.0,0.0,0.0,"STEINBERG FAMILY L P, PO BOX 571986, TARZANA, CA 91357",21210 E Arrow Hwy,Covina, (626) 331-4128,CA,91722
SLB TOP O TOPANGA HOA,LOS ANGELES,19-1200-MP,"3360 N Topanga Canyon Blvd, Topanga, Ca 90290, (818) 346-9252","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",222.0,0.0,0.0,"TOP O TOPANGA COMMUNITY ASSOCIATION INC, ATTN: LORDON MANAGEMENT 1275 CENTER COURT DR, COVINA, CA 91724",3360 N Topanga Canyon Blvd,Topanga, (818) 346-9252,CA,90290
COUNTRY ESTATE MHP,LOS ANGELES,19-1201-MP,"1502 E Carson St, Carson, Ca 90745, (310) 834-7109","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",139.0,0.0,0.0,"KLEEGE, R, 12625 HIGH BLUFF DRIVE, #310, SAN DIEGO, CA 92130",1502 E Carson St,Carson, (310) 834-7109,CA,90745
ARROWHEAD MHP,LOS ANGELES,19-1205-MP,"201 E Arrow Hwy, Glendora, Ca 91740, (626) 963-2295","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",85.0,0.0,0.0,"BROOKEMEADOW ASSOCIATES, LP, 320 N. PARK VISTA ST, ANAHEIM, CA 92806",201 E Arrow Hwy,Glendora, (626) 963-2295,CA,91740
FOUNTAIN BLUE MHP,LOS ANGELES,19-1210-MP,"1765 Puente Ave, Baldwin Park, Ca 91706, (818) 963-2295","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",62.0,0.0,0.0,"FOUNTAIN BLUE MOBILE HOME PARK LLC, PO BOX 28507, SANTA ANA, CA 92799",1765 Puente Ave,Baldwin Park, (818) 963-2295,CA,91706
BROOKSIDE CC ESTATES,LOS ANGELES,19-1212-MP,"12700 Elliott Ave, El Monte, Ca 91732, (949) 417-4082","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",421.0,0.0,0.0,"BROOKSIDE MHC LLC, 31200 NORTHWESTERN HIGHWAY, FARMINGTON HILLS, MI 48334",12700 Elliott Ave,El Monte, (949) 417-4082,CA,91732
EL RANCHITO,LOS ANGELES,19-1215-MP,"11620 Ranchito St, El Monte, Ca 91732, (818) 444-0097","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",19.0,0.0,0.0,"BURTON, GLORIA, 214 2ND ST, SEAL BEACH, CA 90740",11620 Ranchito St,El Monte, (818) 444-0097,CA,91732
WESTLAND ESTATES,LOS ANGELES,19-1216-MP,"1401 W 9Th St, Pomona, Ca 91766, (714) 622-8706","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",148.0,0.0,0.0,"AMUSEMENT INDUSTRY INC, 520 W WILLOW ST, LONG BEACH, CA 90806",1401 W 9Th St,Pomona, (714) 622-8706,CA,91766
VILLAGE MOBILEHOME PARK,LOS ANGELES,19-1217-MP,"231 W Ave G, Lancaster, Ca 93534, (661) 609-7780","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",34.0,0.0,0.0,"LEE, IN, 23939 WINDWARD LN, VALENCIA, CA 91355",231 W Ave G,Lancaster, (661) 609-7780,CA,93534
THUNDERBIRD VILLA MHP,LOS ANGELES,19-1218-MP,"10001 W Frontage Rd, South Gate, Ca 90280, (909) 885-8722","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","SOUTH GATE BUILDING INSPECTION, MOBILEHOME PARKS PROGRAM, 8650 CALIFORNIA AVENUE, SOUTH GATE, CA 90280",239.0,0.0,0.0,"AVMGH SIX THUNDERBIRD VILLA, C/O SUBURBAN PARK MANAGEMENT 621 A QUINAN ST, PINOLE, CA 94564",10001 W Frontage Rd,South Gate, (909) 885-8722,CA,90280
AMERICANA MHP,LOS ANGELES,19-1219-MP,"16600 Downey Ave, Paramount, Ca 90723, (562) 634-7484","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",174.0,0.0,0.0,"AMERICANA PARAMOUNT LP, 730 POLHEMUS RD #204, SAN MATEO, CA 94402",16600 Downey Ave,Paramount, (562) 634-7484,CA,90723
AHWANEE MHP,LOS ANGELES,19-1220-MP,"14038 Paramount Blvd, Paramount, Ca 90723, (310) 634-7484","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25.0,0.0,0.0,"THE MARLBOROUGH ONE FLP, THE MARLBOROUGH ONE FLP 3483 CANYON CREEK DR., SAN JOSE, CA 95132",14038 Paramount Blvd,Paramount, (310) 634-7484,CA,90723
KEEFERS MHP,LOS ANGELES,19-1221-MP,"869 Random Ln, Duarte, Ca 91010, (626) 582-8001","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",6.0,0.0,0.0,"JM CREATIVE INVESTMENTS LLC, C/O TAMMY CHAN 1142 S DIAMOND BAR BLVD #813, DIAMOND BAR, CA 91765",869 Random Ln,Duarte, (626) 582-8001,CA,91010
RANCHO DOMINGUEZ MOBILE ESTATES,LOS ANGELES,19-1223-MP,"425 E Gardena Blvd, Gardena, Ca 90248, (213) 329-0184","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",81.0,0.0,0.0,"CARTER-SPENCER ENTERPRISES, 425 E GARDENA BLVD, GARDENA, CA 90247",425 E Gardena Blvd,Gardena, (213) 329-0184,CA,90248
LAS BRISAS,LOS ANGELES,19-1226-MP,"400 E Arbor Street, Long Beach, Ca 90805, (562) 423-5267","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",14.0,0.0,0.0,"SHEPHERD, DONALD, 400 EAST ARBOR STREET ATTN:OFFICE, LONG BEACH, CA 90805",400 E Arbor Street,Long Beach, (562) 423-5267,CA,90805
ROYAL WESTERN MOBILEHOME PARK,LOS ANGELES,19-1228-MP,"17705 S Western Ave, Gardena, Ca 90248, (310) 323-6703","CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",120.0,0.0,0.0,"ROYAL WESTERN, LP, 320 N. PARK VISTA STREET, ANAHEIM, CA 92806",17705 S Western Ave,Gardena, (310) 323-6703,CA,90248
DEL AMO GARDENS,LOS ANGELES,19-1229-MP,"20566 Palm Way, Torrance, Ca 90503, (310) 371-1427","CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",98.0,0.0,0.0,"DEL AMO GARDENS PARTNERSHIP, C/O LES FRAME MGMT 1635 AVIATION BLVD, REDONDO BEACH, CA 90278",20566 Palm Way,Torrance, (310) 371-1427,CA,90503
KNOLLS MANOR,LOS ANGELES,19-1232-MP,"24200 Walnut St, Torrance, Ca 90501, (310) 326-1000","CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",73.0,0.0,0.0,"KNOLLS LODGE, LP, KNOLLS LODGE, LP 320 N. PARK VISTA ST., ANAHEIM, CA 92806",24200 Walnut St,Torrance, (310) 326-1000,CA,90501
DESERT WINDS,LOS ANGELES,19-1233-MP,"45044 N 28Th St East, Lancaster, Ca 93535, (323) 924-5778","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",40.0,0.0,0.0,"CHOKHAWALA LP, 3461 ROWENA AVE, LOS ANGELES, CA 90027",45044 N 28Th St East,Lancaster, (323) 924-5778,CA,93535
HASLEY CANYON MOBILE ESTATES,LOS ANGELES,19-1235-MP,"30000 Hasley Canyon Rd, Castaic, Ca 91384, (805) 257-3030","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",113.0,0.0,0.0,"HASLEY CANYON MOBILE ESTATES LLC, 5092 LAVENDER TERRACE, CHINO HILLS, CA 91709",30000 Hasley Canyon Rd,Castaic, (805) 257-3030,CA,91384
SAND CANYON MP,LOS ANGELES,19-1237-MP,"28367 Sand Canyon, Santa Clarita, Ca 91310, (805) 252-3031","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",69.0,0.0,0.0,"ASHDON DEVELOPMENT SAND CORP, INC., 28405 SAND CANYON RD SUITE # A, CANYON COUNTRY, CA 91387",28367 Sand Canyon,Santa Clarita, (805) 252-3031,CA,91310
VILLA ROMA MHP,LOS ANGELES,19-1238-MP,"1615 Merced Ave, S El Monte, Ca 91733, (909) 594-0501","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",60.0,0.0,0.0,"CLIFFSIDE ENTERPRISES, 430 S. DIMAS AVE., SAN DIMAS, CA 91773",1615 Merced Ave,S El Monte, (909) 594-0501,CA,91733
LIDO MHP,LOS ANGELES,19-1239-MP,"22404 S Normandie Ave #7015, Torrance, Ca 90502, (562) 842-7466","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",28.0,0.0,0.0,"STARLIGHT MANAGEMENT-17, LP, 4900 SANTA ANITA AVE SUITE # 2C, EL MONTE, CA 91731",22404 S Normandie Ave #7015,Torrance, (562) 842-7466,CA,90502
YE RAMBLIN ROSE TRAILER INN,LOS ANGELES,19-1242-MP,"12775 E Garvey     #0037, Baldwin Park, Ca 91706, (626) 575-3070","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",29.0,0.0,0.0,"GROUP VIII COVINA, 4900 SANTA ANITA AVENUE SUITE # 2C, EL MONTE, CA 91731",12775 E Garvey     #0037,Baldwin Park, (626) 575-3070,CA,91706
TEN TWENTY MHP,LOS ANGELES,19-1245-MP,"1020 S Mountain Ave, Monrovia, Ca 91016, (818) 367-1771","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",33.0,0.0,0.0,"TEN TWENTY, LLC, 2723 WEST COAST HIGHWAY, NEWPORT BEACH, CA 92663",1020 S Mountain Ave,Monrovia, (818) 367-1771,CA,91016
MONTEREY MANOR,LOS ANGELES,19-1246-MP,"10900 Sepulveda Blvd, Mission Hills, Ca 91345, (818) 361-3222","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",71.0,0.0,0.0,"SINDELL, BRENDAN, 15300 BRAND BLVD, MISSION HILLS, CA 91345",10900 Sepulveda Blvd,Mission Hills, (818) 361-3222,CA,91345
FOOTHILL VILLAGE MHP,LOS ANGELES,19-1277-MP,"301 E Foothill Blvd, Pomona, Ca 91767, (818) 447-3878","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",169.0,0.0,0.0,"FOOTHILL VILLAGE, 31826 VILLAGE CENTER RD STE F, WESTLAKE VILLAGE, CA 91361",301 E Foothill Blvd,Pomona, (818) 447-3878,CA,91767
THOUSAND ELMS MOBILE LODGE,LOS ANGELES,19-1281-MP,"37311 N 47Th St, Palmdale, Ca 93552, (661) 285-4555","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",222.0,0.0,0.0,"POTTENGER, CRAIG, 5318 E 2ND ST #591, LONG BEACH, CA 90803",37311 N 47Th St,Palmdale, (661) 285-4555,CA,93552
A-1 TRAILER PARK,LOS ANGELES,19-1283-MP,"1280 W Pacific Coast Hwy, Harbor City, Ca 90710, (805) 285-4555","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",88.0,0.0,0.0,"ROI 1280 LLC, C/O NEWPORT PACIFIC CAPITAL 17300 RED HILL AVE #280, IRVINE, CA 92614",1280 W Pacific Coast Hwy,Harbor City, (805) 285-4555,CA,90710
PARADISE TP,LOS ANGELES,19-1287-MP,"14527 S Vermont, Gardena, Ca 90247, (213) 321-4833","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44.0,0.0,0.0,"KASUMI REALTY, PROPERTY MANAGEMENT CO 2161 W. 182ND ST. #101, TORRANCE, CA 90504",14527 S Vermont,Gardena, (213) 321-4833,CA,90247
GARDENA VILLAS,LOS ANGELES,19-1292-MP,"16949 S.  Western Ave, Gardena, Ca 90247, (310) 329-7001","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",194.0,0.0,0.0,"PACIFIC MOBILE I, LP, 1033 GAYLEY AVE #200, LOS ANGELES, CA 90024",16949 S.  Western Ave,Gardena, (310) 329-7001,CA,90247
"ACE TRAILER PARK LLC, DBA EMERALD",LOS ANGELES,19-1293-MP,"17024 S Western Ave, Gardena, Ca 90247, (999) 324-1612","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",79.0,0.0,0.0,"FLESH MORGAN & PASTERNAK, 1910 S ARCHIBALD AVE SUITE # S, ONTARIO, CA 91761",17024 S Western Ave,Gardena, (999) 324-1612,CA,90247
GARDEN  WEST ESTATES,LOS ANGELES,19-1294-MP,"17700 S Western Ave, Gardena, Ca 90248, (310) 329-2332","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",202.0,0.0,0.0,"WATT MANAGEMENT INC, 2716 OCEAN PARK BLVD SUITE # 3040, SANTA MONICA, CA 90405",17700 S Western Ave,Gardena, (310) 329-2332,CA,90248
DEL MONTE MHP,LOS ANGELES,19-1297-MP,"14715 S Vermont Ave, Gardena, Ca 90247, (310) 515-6219","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",63.0,0.0,0.0,"TAWA, MIKE, 944 STATER STREET, SAN PEDRO, CA 90731",14715 S Vermont Ave,Gardena, (310) 515-6219,CA,90247
WIND ROSE MOBILE HOME PARK,LOS ANGELES,19-1299-MP,"15334 Lakewood Blvd, Bellflower, Ca 90706, (310) 515-6219","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",21.0,0.0,0.0,"BOOGAARD, JOHN, 14003 LEAHY, BELLFLOWER, CA 90706",15334 Lakewood Blvd,Bellflower, (310) 515-6219,CA,90706
MOBILELAND,LOS ANGELES,19-1301-MP,"1635 W Covina Blvd, San Dimas, Ca 91773, (818) 331-5456","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",103.0,0.0,0.0,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS, CA 91302",1635 W Covina Blvd,San Dimas, (818) 331-5456,CA,91773
STAR LITE TRAILER VILLAGE,LOS ANGELES,19-1302-MP,"8127 S Atlantic Ave, Cudahy, Ca 90201, (818) 331-5456","COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15.0,0.0,0.0,"CUDAHY LF, LLC, 8484 WILSHIRE BLVD SUITE # 900, BEVERLY HILLS, CA 90211",8127 S Atlantic Ave,Cudahy, (818) 331-5456,CA,90201
